player_id,player_name,team,nationality,position,sources
7594,Mart Ristl,VfB Stuttgart,Germany,Left Center Midfield,"[""statsbomb_open_data""]"
361339,Marta Alexandra Cox Villarreal,Panama Women's,Panama,Left Wing,"[""statsbomb_open_data""]"
49832,Marta Cardona De Miguel,Spain Women's,Spain,Center Forward,"[""statsbomb_open_data""]"
10200,Marta Corredera Rueda,Spain Women's,Spain,Left Back,"[""statsbomb_open_data""]"
10148,Marta Torrejón Moya,Spain Women's,Spain,Right Back,"[""statsbomb_open_data""]"
5082,Marta Vieira da Silva,Brazil Women's,Brazil,Right Center Midfield,"[""statsbomb_open_data""]"
6994,Marten de Roon,Netherlands,Netherlands,Right Defensive Midfield,"[""statsbomb_open_data""]"
32618,Martha Harris,Manchester United,England,Left Center Back,"[""statsbomb_open_data""]"
131694,Martha Tembo,Zambia Women's,Zambia,Left Back,"[""statsbomb_open_data""]"
31558,Martha Thomas,West Ham United LFC,Scotland,Center Forward,"[""statsbomb_open_data""]"
391238,Marthe Yolande Ongmahan,Cameroon Women's,Cameroon,,"[""statsbomb_open_data""]"
416811,Marthine Østenstad,Norway Women's,Norway,Right Center Back,"[""statsbomb_open_data""]"
174498,Martin Adeline,Stade de Reims,France,Right Center Forward,"[""statsbomb_open_data""]"
40397,Martin Andresen,Blackburn Rovers,Norway,Left Midfield,"[""statsbomb_open_data""]"
63505,Martin Baturina,Croatia,Croatia,Left Wing,"[""statsbomb_open_data""]"
4447,Martin Braithwaite Christensen,Leganés,Denmark,Center Forward,"[""statsbomb_open_data""]"
40423,Martin Djetou,Fulham,France,Right Midfield,"[""statsbomb_open_data""]"
3711,Martin Dúbravka,Slovakia,Slovakia,Goalkeeper,"[""statsbomb_open_data""]"
32689,Martin Erlić,Croatia,Croatia,,"[""statsbomb_open_data""]"
8557,Martin Harnik,VfB Stuttgart,Austria,Right Center Forward,"[""statsbomb_open_data""]"
8307,Martin Hinteregger,Austria,Austria,Left Center Back,"[""statsbomb_open_data""]"
38613,Martin Hoffmann,German DR,Germany,Right Center Forward,"[""statsbomb_open_data""]"
30016,Martin Hongla Yma II,Cameroon,Cameroon,Center Defensive Midfield,"[""statsbomb_open_data""]"
3448,Martin Kelly,Crystal Palace,England,Right Back,"[""statsbomb_open_data""]"
15654,Martin Keown,Arsenal,England,Right Midfield,"[""statsbomb_open_data""]"
28044,Martin Koscelník,Slovakia,Slovakia,Right Back,"[""statsbomb_open_data""]"
3576,Martin Olsson,Norwich City,Sweden,Left Back,"[""statsbomb_open_data""]"
19888,Martin Petrov,Atlético Madrid,Bulgaria,Left Midfield,"[""statsbomb_open_data""]"
15365,Martin Samuelsen,West Ham United,Norway,,"[""statsbomb_open_data""]"
397888,Martin Stanford Peters,England,England,Left Center Midfield,"[""statsbomb_open_data""]"
20499,Martin Stranzl,Borussia Mönchengladbach,Austria,Right Center Back,"[""statsbomb_open_data""]"
41624,Martin Taylor,Birmingham City,England,,"[""statsbomb_open_data""]"
4420,Martin Terrier,Rennes,France,Left Wing,"[""statsbomb_open_data""]"
24084,Martin Valjent,Mallorca,Slovakia,Right Center Back,"[""statsbomb_open_data""]"
50896,Martin Vitík,Czech Republic,Czech Republic,,"[""statsbomb_open_data""]"
264277,Martin Ádám,Hungary,Hungary,Left Wing Back,"[""statsbomb_open_data""]"
8252,Martin Ødegaard,Real Sociedad,Norway,Center Attacking Midfield,"[""statsbomb_open_data""]"
18872,Martin Škrtel,Liverpool,Slovakia,Right Center Back,"[""statsbomb_open_data""]"
49972,Martina Lenzini,Italy Women's,Italy,Right Back,"[""statsbomb_open_data""]"
45737,Martina Piemonte,Italy Women's,Italy,Center Attacking Midfield,"[""statsbomb_open_data""]"
10204,Martina Rosucci,Italy Women's,Italy,Right Defensive Midfield,"[""statsbomb_open_data""]"
324158,Martyna Wiankowska,Poland Women's,Poland,Left Back,"[""statsbomb_open_data""]"
26672,Martí Crespí Pascual,Mallorca,Spain,Left Center Back,"[""statsbomb_open_data""]"
6618,Martín Aguirregabiria Padilla,Deportivo Alavés,Spain,Right Back,"[""statsbomb_open_data""]"
398667,Martín Alejandro Cardetti,River Plate,Argentina,Right Back,"[""statsbomb_open_data""]"
42881,Martín Andrés Silva Leites,Uruguay,Uruguay,,"[""statsbomb_open_data""]"
19288,Martín Gastón Demichelis,Bayern Munich,Argentina,Left Center Back,"[""statsbomb_open_data""]"
26517,Martín Mauricio Astudillo,Osasuna,Argentina,Right Center Back,"[""statsbomb_open_data""]"
6833,Martín Maximiliano Mantovani,Leganés,Argentina,Right Center Back,"[""statsbomb_open_data""]"
23212,Martín Merquelanz Castellanos,Real Sociedad,Spain,Left Wing Back,"[""statsbomb_open_data""]"
6593,Martín Montoya Torralbo,Barcelona,Spain,Right Back,"[""statsbomb_open_data""]"
28285,Martín Nicolás Campaña Delgado,Uruguay,Uruguay,,"[""statsbomb_open_data""]"
398673,Martín Palermo,Boca Juniors,Argentina,Right Center Forward,"[""statsbomb_open_data""]"
24921,Martín Zubimendi Ibáñez,Real Sociedad,Spain,Center Defensive Midfield,"[""statsbomb_open_data""]"
12299,Marvin Ducksch,Werder Bremen,Germany,Left Center Forward,"[""statsbomb_open_data""]"
43591,Marvin Emnes,Swansea City,Netherlands,Right Midfield,"[""statsbomb_open_data""]"
9174,Marvin Friedrich,Schalke 04,Germany,Center Forward,"[""statsbomb_open_data""]"
19395,Marvin Gakpa,Lorient,France,Right Center Back,"[""statsbomb_open_data""]"
41134,Marvin José Anieboh Pallaruelo,Equatorial Guinea,Equatorial Guinea,Right Back,"[""statsbomb_open_data""]"
7441,Marvin Martin,Lille,France,Left Wing,"[""statsbomb_open_data""]"
9106,Marvin Matip,Ingolstadt,Cameroon,Right Center Back,"[""statsbomb_open_data""]"
9225,Marvin Mehlem,Darmstadt 98,Germany,Right Center Midfield,"[""statsbomb_open_data""]"
74089,Marvin Pieringer,FC Heidenheim,Germany,Center Forward,"[""statsbomb_open_data""]"
5569,Marvin Plattenhardt,Hertha Berlin,Germany,Left Back,"[""statsbomb_open_data""]"
29245,Marvin Schulz,Borussia Mönchengladbach,Germany,Right Center Back,"[""statsbomb_open_data""]"
7095,Marvin Schwäbe,FC Köln,Germany,Goalkeeper,"[""statsbomb_open_data""]"
28601,Marvin Wanitzek,VfB Stuttgart,Germany,Right Defensive Midfield,"[""statsbomb_open_data""]"
70682,Marwan Attia Fahim Ghallab,Egypt,Egypt,Left Wing,"[""statsbomb_open_data""]"
5252,Marwan Mohsen,Egypt,Egypt,Center Forward,"[""statsbomb_open_data""]"
8314,Marwin Hitz,Augsburg,Switzerland,Goalkeeper,"[""statsbomb_open_data""]"
31538,Mary Alexandra Earps,Manchester United,England,Goalkeeper,"[""statsbomb_open_data""]"
35693,Mary Boio Fowler,Australia Women's,Australia,Center Attacking Midfield,"[""statsbomb_open_data""]"
401934,Mary Mulenga,Zambia Women's,Zambia,,"[""statsbomb_open_data""]"
131614,Mary Wilombe,Zambia Women's,Zambia,Left Defensive Midfield,"[""statsbomb_open_data""]"
397712,Maryan Wisnieski,France,France,Right Midfield,"[""statsbomb_open_data""]"
50355,María Asunción Quiñones Goikoetxea,Spain Women's,Spain,,"[""statsbomb_open_data""]"
402715,María Belén Potassa,Argentina Women's,Argentina,,"[""statsbomb_open_data""]"
403273,María Camila Reyes Calderón,Colombia Women's,Colombia,,"[""statsbomb_open_data""]"
403278,María Catalina Usme Pineda,Colombia Women's,Colombia,Center Forward,"[""statsbomb_open_data""]"
45667,María Dolores Gallardo Nuñez,Spain Women's,Spain,,"[""statsbomb_open_data""]"
25640,María Florencia Bonsegundo,Argentina Women's,Argentina,Right Midfield,"[""statsbomb_open_data""]"
10161,María Francesca Caldentey Oliver,Spain Women's,Spain,Left Wing,"[""statsbomb_open_data""]"
49830,María Isabel Rodríguez Rivero,Spain Women's,Spain,Goalkeeper,"[""statsbomb_open_data""]"
25694,María José Urrutia,Chile Women's,Chile,Center Forward,"[""statsbomb_open_data""]"
50375,María Méndez Fernández,Spain Women's,Spain,Right Center Back,"[""statsbomb_open_data""]"
401803,María Paula Coto González,Costa Rica Women's,Costa Rica,Right Wing Back,"[""statsbomb_open_data""]"
294448,María Paula Elizondo,Costa Rica Women's,Costa Rica,Left Wing Back,"[""statsbomb_open_data""]"
34478,María Paula Salas,Costa Rica Women's,Costa Rica,Center Forward,"[""statsbomb_open_data""]"
10155,María Pilar León Cebrián,Spain Women's,Spain,Left Center Back,"[""statsbomb_open_data""]"
126508,María Pérez,Spain Women's,Spain,Center Defensive Midfield,"[""statsbomb_open_data""]"
10158,María Victoria Losada Gómez,Spain Women's,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
37486,Masaaki Higashiguchi,Japan,Japan,,"[""statsbomb_open_data""]"
162750,Mashoor Shereef Thangalakath,NorthEast United,India,Right Defensive Midfield,"[""statsbomb_open_data""]"
3640,Mason Holgate,Everton,England,,"[""statsbomb_open_data""]"
7843,Mason Mount,England,England,Center Attacking Midfield,"[""statsbomb_open_data""]"
5238,Masoud Shojaei Soleimani,Osasuna,"Iran, Islamic Republic of",Left Wing,"[""statsbomb_open_data""]"
4840,Massadio Haïdara,Newcastle United,Mali,Left Back,"[""statsbomb_open_data""]"
30927,Massimiliano Carlini,Frosinone,Italy,Left Midfield,"[""statsbomb_open_data""]"
17607,Massimo Ambrosini,AC Milan,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
398841,Massimo Bonini,Juventus,San Marino,Center Defensive Midfield,"[""statsbomb_open_data""]"
39820,Massimo Crippa,Napoli,Italy,Right Wing Back,"[""statsbomb_open_data""]"
8645,Massimo Gobbi,Chievo,Italy,Left Back,"[""statsbomb_open_data""]"
9002,Massimo Luongo,Australia,Australia,,"[""statsbomb_open_data""]"
40252,Massimo Maccarone,Middlesbrough,Italy,Left Center Forward,"[""statsbomb_open_data""]"
39832,Massimo Mauro,Juventus,Italy,Right Midfield,"[""statsbomb_open_data""]"
19877,Massimo Oddo,AC Milan,Italy,Right Back,"[""statsbomb_open_data""]"
386510,Massimo Zenildo Zappino,Frosinone,Italy,Goalkeeper,"[""statsbomb_open_data""]"
26227,Mate Bilić,Sporting Gijón,Croatia,Left Center Forward,"[""statsbomb_open_data""]"
153361,Matej Maglica,Darmstadt 98,Croatia,Left Center Back,"[""statsbomb_open_data""]"
27567,Mateo Ezequiel García,Las Palmas,Argentina,Right Center Midfield,"[""statsbomb_open_data""]"
5456,Mateo Kovačić,Real Madrid,Croatia,Left Defensive Midfield,"[""statsbomb_open_data""]"
7034,Mateo Pablo Musacchio,Villarreal,Argentina,Right Center Back,"[""statsbomb_open_data""]"
31093,Mateo Retegui,Italy,Italy,Center Forward,"[""statsbomb_open_data""]"
36728,Mateu Jaume Morey Bauzà,Borussia Dortmund,Spain,,"[""statsbomb_open_data""]"
32900,Mateus Cardoso Lemos Martins,Lyon,Brazil,Right Midfield,"[""statsbomb_open_data""]"
9622,Mateusz Andrzej Klich,Poland,Poland,Right Center Midfield,"[""statsbomb_open_data""]"
42545,Mateusz Bogusz,LAFC,Poland,Left Center Midfield,"[""statsbomb_open_data""]"
8979,Mateusz Lis,Troyes,Poland,,"[""statsbomb_open_data""]"
8704,Mateusz Wieteska,Clermont Foot,Poland,Right Center Back,"[""statsbomb_open_data""]"
4418,Matheus Dória Macedo,Granada,Brazil,Left Center Back,"[""statsbomb_open_data""]"
29256,Matheus Fernandes Siqueira,Real Valladolid,Brazil,,"[""statsbomb_open_data""]"
387427,Matheus Henrique Cassini de Paula,Palermo,Brazil,,"[""statsbomb_open_data""]"
40874,Matheus Luiz Nunes,Portugal,Portugal,Right Center Midfield,"[""statsbomb_open_data""]"
25153,Matheus Soares Thuler,Montpellier,Brazil,Right Center Back,"[""statsbomb_open_data""]"
5481,Mathew Leckie,Australia,Australia,Right Midfield,"[""statsbomb_open_data""]"
3240,Mathew Ryan,Valencia,Australia,Goalkeeper,"[""statsbomb_open_data""]"
7434,Mathias Autret,Auxerre,France,Left Wing,"[""statsbomb_open_data""]"
162762,Mathias Coureur,NorthEast United,Martinique,Center Attacking Midfield,"[""statsbomb_open_data""]"
55787,Mathias Flaga Olesen,FC Köln,Luxembourg,Left Defensive Midfield,"[""statsbomb_open_data""]"
3027,Mathias Jattah-Njie Jørgensen,Denmark,Denmark,Left Center Back,"[""statsbomb_open_data""]"
18722,Mathias Jensen,Denmark,Denmark,Right Center Midfield,"[""statsbomb_open_data""]"
7191,Mathias Pereira Lage,Stade Brestois,Portugal,Left Wing,"[""statsbomb_open_data""]"
401480,Mathias Serin,Angers,France,Left Midfield,"[""statsbomb_open_data""]"
26179,Mathieu Berson,Levante UD,France,Right Center Midfield,"[""statsbomb_open_data""]"
4373,Mathieu Bodmer,OGC Nice,France,Right Center Back,"[""statsbomb_open_data""]"
10038,Mathieu Cafaro,Stade de Reims,France,,"[""statsbomb_open_data""]"
18639,Mathieu Choiniere,Canada,Canada,Left Defensive Midfield,"[""statsbomb_open_data""]"
7292,Mathieu Coutadeur,AC Ajaccio,France,Left Defensive Midfield,"[""statsbomb_open_data""]"
4428,Mathieu Debuchy,Arsenal,France,Right Back,"[""statsbomb_open_data""]"
2975,Mathieu Deplagne,Montpellier,France,Right Center Back,"[""statsbomb_open_data""]"
6631,Mathieu Flamini,Getafe,France,Right Defensive Midfield,"[""statsbomb_open_data""]"
4803,Mathieu Gorgelin,Lyon,France,Goalkeeper,"[""statsbomb_open_data""]"
23850,Mathieu Peybernes,Bastia,France,Right Center Back,"[""statsbomb_open_data""]"
18868,Mathieu Valbuena,Lyon,France,Center Attacking Midfield,"[""statsbomb_open_data""]"
401645,Mathilde Hauge Harviken,Norway Women's,Norway,Left Center Back,"[""statsbomb_open_data""]"
34863,Mathis Carvalho,Montpellier,Portugal,,"[""statsbomb_open_data""]"
32649,Mathis Rayan Cherki,Lyon,France,Right Wing,"[""statsbomb_open_data""]"
44737,Mathys Tel,Rennes,France,Left Wing,"[""statsbomb_open_data""]"
87429,Mathías Adalberto Villasanti Rolón,Paraguay,Paraguay,Right Center Midfield,"[""statsbomb_open_data""]"
7104,Mathías Olivera Miramontes,Getafe,Uruguay,Left Back,"[""statsbomb_open_data""]"
3613,Matias Ezequiel Schelotto,Inter Milan,Italy,,"[""statsbomb_open_data""]"
8514,Matija Nastasić,Schalke 04,Serbia,Left Center Back,"[""statsbomb_open_data""]"
31528,Matilde Lundorf Skovsen,Brighton & Hove Albion WFC,Denmark,Right Back,"[""statsbomb_open_data""]"
32590,Matilde Mota Veiga Santiago Fidalgo,Manchester City WFC,Portugal,Right Back,"[""statsbomb_open_data""]"
30735,Mato Jajalo,Palermo,Bosnia and Herzegovina,Center Defensive Midfield,"[""statsbomb_open_data""]"
61314,Matondo-Merveille Papela,FSV Mainz 05,Germany,,"[""statsbomb_open_data""]"
5572,Mats Hummels,Borussia Dortmund,Germany,Left Center Back,"[""statsbomb_open_data""]"
35227,Matt Butcher,AFC Bournemouth,England,,"[""statsbomb_open_data""]"
375885,Matt Elliott,Leicester City,Scotland,,"[""statsbomb_open_data""]"
4097,Matt Grimes,Swansea City,England,Left Center Midfield,"[""statsbomb_open_data""]"
40241,Matt Heath,Leicester City,England,Right Center Back,"[""statsbomb_open_data""]"
40379,Matt Holland,Charlton Athletic,Ireland,Right Midfield,"[""statsbomb_open_data""]"
40396,Matt Jansen,Blackburn Rovers,England,Left Center Forward,"[""statsbomb_open_data""]"
22594,Matt Jarvis,West Ham United,England,Right Wing,"[""statsbomb_open_data""]"
9417,Matt Macey,Arsenal,England,,"[""statsbomb_open_data""]"
7848,Matt Miazga,Chelsea,United States of America,Right Center Back,"[""statsbomb_open_data""]"
3049,Matt Ritchie,AFC Bournemouth,Scotland,Right Midfield,"[""statsbomb_open_data""]"
3651,Matt Targett,Southampton,England,Left Wing Back,"[""statsbomb_open_data""]"
8421,Matteo Bianchetti,Hellas Verona,Italy,Right Center Back,"[""statsbomb_open_data""]"
18027,Matteo Brighi,Bologna,Italy,Left Center Midfield,"[""statsbomb_open_data""]"
31721,Matteo Ciofani,Frosinone,Italy,Right Back,"[""statsbomb_open_data""]"
26654,Matteo Contini,Real Zaragoza,Italy,Left Center Back,"[""statsbomb_open_data""]"
4587,Matteo Darmian,Manchester United,Italy,Right Back,"[""statsbomb_open_data""]"
28442,Matteo Fedele,Carpi,Switzerland,Left Center Midfield,"[""statsbomb_open_data""]"
399194,Matteo Gasperoni,Atalanta,Italy,,"[""statsbomb_open_data""]"
15415,Matteo Mancosu,Bologna,Italy,Left Center Forward,"[""statsbomb_open_data""]"
11601,Matteo Pessina,Italy,Italy,Left Center Midfield,"[""statsbomb_open_data""]"
7109,Matteo Politano,Sassuolo,Italy,Right Wing,"[""statsbomb_open_data""]"
12352,Matthew Charles Turner,United States,United States of America,Goalkeeper,"[""statsbomb_open_data""]"
33486,Matthew Jurman,Australia,Australia,,"[""statsbomb_open_data""]"
3793,Matthew Kilgallon,Leeds United,England,,"[""statsbomb_open_data""]"
311147,Matthew Nocita,New York Red Bulls,United States of America,,"[""statsbomb_open_data""]"
4700,Matthew Pennington,Everton,England,Right Back,"[""statsbomb_open_data""]"
21446,Matthew Robert Smith,Wales,Wales,,"[""statsbomb_open_data""]"
4357,Matthew Taylor,Portsmouth,England,Left Back,"[""statsbomb_open_data""]"
40300,Matthew Upson,Birmingham City,England,Left Center Back,"[""statsbomb_open_data""]"
15797,Matthias Bader,Darmstadt 98,Germany,Right Wing Back,"[""statsbomb_open_data""]"
8808,Matthias Ginter,Germany,Germany,Right Center Back,"[""statsbomb_open_data""]"
398818,Matthias Herget,Germany,Germany,,"[""statsbomb_open_data""]"
8827,Matthias Lehmann,FC Köln,Germany,Center Defensive Midfield,"[""statsbomb_open_data""]"
8547,Matthias Ostrzolek,Hamburger SV,Germany,Left Back,"[""statsbomb_open_data""]"
403718,Matthias Seidl,Austria,Austria,,"[""statsbomb_open_data""]"
11370,Matthias Zimmermann,VfB Stuttgart,Germany,Right Back,"[""statsbomb_open_data""]"
36553,Matthieu Dreyer,Lorient,France,Goalkeeper,"[""statsbomb_open_data""]"
13730,Matthieu Saunier,Granada,France,Left Center Back,"[""statsbomb_open_data""]"
8069,Matthijs de Ligt,Netherlands,Netherlands,Center Back,"[""statsbomb_open_data""]"
38885,Matthis Abline,Rennes,France,,"[""statsbomb_open_data""]"
400332,Mattia Bonetto,Inter Milan,Italy,,"[""statsbomb_open_data""]"
387417,Mattia Cassani,Sampdoria,Italy,Right Back,"[""statsbomb_open_data""]"
387690,Mattia Cella,Genoa,Italy,,"[""statsbomb_open_data""]"
6944,Mattia De Sciglio,AC Milan,Italy,Right Back,"[""statsbomb_open_data""]"
8103,Mattia Destro,Bologna,Italy,Right Center Forward,"[""statsbomb_open_data""]"
7148,Mattia Perin,Genoa,Italy,Goalkeeper,"[""statsbomb_open_data""]"
8195,Mattia Vitale,Juventus,Italy,,"[""statsbomb_open_data""]"
36865,Mattia Viti,OGC Nice,Italy,Left Center Back,"[""statsbomb_open_data""]"
8792,Mattia Zaccagni,Hellas Verona,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
15879,Mattias Svanberg,Wolfsburg,Sweden,Left Center Midfield,"[""statsbomb_open_data""]"
4734,Matty Cash,Poland,Poland,Right Back,"[""statsbomb_open_data""]"
7345,Mattéo Guendouzi Olié,Marseille,France,Right Defensive Midfield,"[""statsbomb_open_data""]"
90811,Mattéo Petitgenet,Angers,France,,"[""statsbomb_open_data""]"
26220,Matuzalém Francelino da Silva,Hellas Verona,Brazil,Left Center Midfield,"[""statsbomb_open_data""]"
21298,Matvey Safonov,Russia,Russia,Goalkeeper,"[""statsbomb_open_data""]"
10479,Matz Sels,Belgium,Belgium,Goalkeeper,"[""statsbomb_open_data""]"
6921,Matías Aguirregaray Guruceaga,Las Palmas,Uruguay,Right Back,"[""statsbomb_open_data""]"
7019,Matías Agustín Silvestre,Sampdoria,Argentina,Right Center Back,"[""statsbomb_open_data""]"
26192,Matías Ariel Fernández Fernández,Fiorentina,Chile,Left Attacking Midfield,"[""statsbomb_open_data""]"
46677,Matías David Espinoza Acosta,Paraguay,Paraguay,Left Back,"[""statsbomb_open_data""]"
25973,Matías Emanuel Lequi,Celta Vigo,Argentina,Left Center Back,"[""statsbomb_open_data""]"
27969,Matías Ezequiel Catalán,Chile,Chile,,"[""statsbomb_open_data""]"
30421,Matías Ezequiel Vargas Martín,Espanyol,Argentina,Right Midfield,"[""statsbomb_open_data""]"
26604,Matías Gustavo Alustiza,Xerez,Argentina,Left Wing,"[""statsbomb_open_data""]"
26751,Matías Lionel Fritzler,Hércules,Argentina,Left Center Midfield,"[""statsbomb_open_data""]"
18867,Matías Nahuel Leiva Esquivel,Real Betis,Spain,Right Center Forward,"[""statsbomb_open_data""]"
25964,Matías Nicolás Pavoni,Cádiz,Argentina,Center Attacking Midfield,"[""statsbomb_open_data""]"
27767,Matías Nicolás Rojas Romero,Paraguay,Paraguay,Center Attacking Midfield,"[""statsbomb_open_data""]"
34476,Matías Nicolás Viña Susperreguy,Uruguay,Uruguay,Left Back,"[""statsbomb_open_data""]"
149615,Matías Rafael Lacava González,Venezuela,Venezuela (Bolivarian Republic),Left Midfield,"[""statsbomb_open_data""]"
